word 	 #docs it exists in 	 doc names
dared	10	chesterton-brown.txt, whitman-leaves.txt, bryant-stories.txt, chesterton-ball.txt, edgeworth-parents.txt, melville-moby_dick.txt, milton-paradise.txt, austen-persuasion.txt, austen-sense.txt, austen-emma.txt, 
daredevil	1	melville-moby_dick.txt, 
darefull	1	shakespeare-macbeth.txt, 
darent	3	chesterton-brown.txt, bryant-stories.txt, chesterton-thursday.txt, 
dares	8	whitman-leaves.txt, bryant-stories.txt, shakespeare-macbeth.txt, edgeworth-parents.txt, melville-moby_dick.txt, austen-sense.txt, chesterton-thursday.txt, austen-emma.txt, 
daresay	2	carroll-alice.txt, edgeworth-parents.txt, 
daresnt	1	melville-moby_dick.txt, 
darest	2	whitman-leaves.txt, milton-paradise.txt, 
dargento	1	edgeworth-parents.txt, 
darien	2	melville-moby_dick.txt, milton-paradise.txt, 
daring	10	chesterton-brown.txt, whitman-leaves.txt, bryant-stories.txt, chesterton-ball.txt, edgeworth-parents.txt, melville-moby_dick.txt, milton-paradise.txt, austen-persuasion.txt, chesterton-thursday.txt, austen-emma.txt, 
daringly	1	austen-emma.txt, 
darings	1	austen-persuasion.txt, 
darius	1	bible-kjv.txt, 
dark	15	chesterton-brown.txt, blake-poems.txt, whitman-leaves.txt, bryant-stories.txt, burgess-busterbrown.txt, chesterton-ball.txt, carroll-alice.txt, edgeworth-parents.txt, melville-moby_dick.txt, bible-kjv.txt, milton-paradise.txt, austen-persuasion.txt, chesterton-thursday.txt, austen-sense.txt, austen-emma.txt, 
darkblue	1	chesterton-brown.txt, 
darkbrown	1	whitman-leaves.txt, 
darkcheekd	1	whitman-leaves.txt, 
darkcolord	1	whitman-leaves.txt, 
darkcried	1	melville-moby_dick.txt, 
darke	3	shakespeare-macbeth.txt, shakespeare-hamlet.txt, shakespeare-caesar.txt, 
darken	3	bible-kjv.txt, milton-paradise.txt, chesterton-thursday.txt, 
darkend	1	whitman-leaves.txt, 
darkened	5	melville-moby_dick.txt, chesterton-brown.txt, bible-kjv.txt, milton-paradise.txt, chesterton-thursday.txt, 
darkeneth	1	bible-kjv.txt, 
darkening	5	chesterton-brown.txt, blake-poems.txt, whitman-leaves.txt, chesterton-ball.txt, chesterton-thursday.txt, 
darkens	2	whitman-leaves.txt, milton-paradise.txt, 
darkensthe	1	melville-moby_dick.txt, 
darker	9	whitman-leaves.txt, bryant-stories.txt, chesterton-ball.txt, edgeworth-parents.txt, melville-moby_dick.txt, milton-paradise.txt, austen-sense.txt, chesterton-thursday.txt, austen-emma.txt, 
darkespecially	1	chesterton-ball.txt, 
darkest	3	shakespeare-hamlet.txt, burgess-busterbrown.txt, chesterton-ball.txt, 
darkeys	1	melville-moby_dick.txt, 
darkgliding	1	whitman-leaves.txt, 
darkgloved	1	chesterton-brown.txt, 
darkhaired	1	chesterton-brown.txt, 
darkish	1	bible-kjv.txt, 
darkling	3	melville-moby_dick.txt, whitman-leaves.txt, milton-paradise.txt, 
darklooking	1	melville-moby_dick.txt, 
darkly	4	melville-moby_dick.txt, chesterton-brown.txt, bible-kjv.txt, chesterton-thursday.txt, 
darklytanned	1	melville-moby_dick.txt, 
darkmy	1	edgeworth-parents.txt, 
darknd	1	milton-paradise.txt, 
darkness	11	chesterton-brown.txt, blake-poems.txt, whitman-leaves.txt, bryant-stories.txt, chesterton-ball.txt, carroll-alice.txt, edgeworth-parents.txt, bible-kjv.txt, melville-moby_dick.txt, milton-paradise.txt, chesterton-thursday.txt, 
darknesse	2	shakespeare-macbeth.txt, shakespeare-caesar.txt, 
darknesshis	1	melville-moby_dick.txt, 
darknessloth	1	whitman-leaves.txt, 
darkon	1	bible-kjv.txt, 
darkred	2	bryant-stories.txt, chesterton-ball.txt, 
darkrolling	1	melville-moby_dick.txt, 
darksome	1	milton-paradise.txt, 
darling	7	bible-kjv.txt, whitman-leaves.txt, bryant-stories.txt, milton-paradise.txt, austen-sense.txt, edgeworth-parents.txt, austen-emma.txt, 
darlings	2	whitman-leaves.txt, edgeworth-parents.txt, 
darmonodes	1	melville-moby_dick.txt, 
darn	1	whitman-leaves.txt, 
darned	1	chesterton-brown.txt, 
darst	4	melville-moby_dick.txt, milton-paradise.txt, shakespeare-hamlet.txt, shakespeare-caesar.txt, 
dart	7	melville-moby_dick.txt, chesterton-brown.txt, bible-kjv.txt, whitman-leaves.txt, milton-paradise.txt, chesterton-ball.txt, edgeworth-parents.txt, 
darted	8	melville-moby_dick.txt, chesterton-brown.txt, bryant-stories.txt, milton-paradise.txt, burgess-busterbrown.txt, chesterton-thursday.txt, edgeworth-parents.txt, austen-emma.txt, 
dartford	1	austen-sense.txt, 
darting	5	melville-moby_dick.txt, whitman-leaves.txt, austen-persuasion.txt, edgeworth-parents.txt, austen-emma.txt, 
dartingly	1	melville-moby_dick.txt, 
darts	5	melville-moby_dick.txt, bible-kjv.txt, whitman-leaves.txt, milton-paradise.txt, shakespeare-caesar.txt, 
darwin	1	chesterton-brown.txt, 
darwinian	1	chesterton-brown.txt, 
darwins	1	melville-moby_dick.txt, 
dash	8	whitman-leaves.txt, bryant-stories.txt, edgeworth-parents.txt, bible-kjv.txt, melville-moby_dick.txt, austen-persuasion.txt, milton-paradise.txt, shakespeare-caesar.txt, 
dashd	1	whitman-leaves.txt, 
dashed	6	melville-moby_dick.txt, chesterton-brown.txt, bible-kjv.txt, chesterton-ball.txt, edgeworth-parents.txt, austen-emma.txt, 
dashes	2	melville-moby_dick.txt, whitman-leaves.txt, 
dasheth	1	bible-kjv.txt, 
dashing	7	melville-moby_dick.txt, chesterton-brown.txt, whitman-leaves.txt, austen-persuasion.txt, chesterton-thursday.txt, austen-sense.txt, austen-emma.txt, 
dasht	1	shakespeare-macbeth.txt, 
dashwood	1	austen-sense.txt, 
dashwooda	1	austen-sense.txt, 
dashwoodbut	1	austen-sense.txt, 
dashwoodit	1	austen-sense.txt, 
dashwoodor	1	austen-sense.txt, 
dashwoodpoor	1	austen-sense.txt, 
dashwoods	1	austen-sense.txt, 
dashwoodswas	1	austen-sense.txt, 
dashwoodthat	1	austen-sense.txt, 
dashwoodyou	1	austen-sense.txt, 
dat	1	melville-moby_dick.txt, 
data	1	chesterton-ball.txt, 
date	7	melville-moby_dick.txt, whitman-leaves.txt, milton-paradise.txt, austen-persuasion.txt, chesterton-ball.txt, austen-sense.txt, austen-emma.txt, 
dated	2	austen-persuasion.txt, austen-emma.txt, 
dates	4	chesterton-brown.txt, whitman-leaves.txt, chesterton-ball.txt, carroll-alice.txt, 
dathan	1	bible-kjv.txt, 
dating	1	austen-emma.txt, 
daub	1	bible-kjv.txt, 
daubed	2	bible-kjv.txt, bryant-stories.txt, 
daubing	1	bible-kjv.txt, 
daughers	1	bible-kjv.txt, 
daughter	15	chesterton-brown.txt, blake-poems.txt, whitman-leaves.txt, bryant-stories.txt, chesterton-ball.txt, carroll-alice.txt, edgeworth-parents.txt, melville-moby_dick.txt, bible-kjv.txt, milton-paradise.txt, austen-persuasion.txt, shakespeare-hamlet.txt, shakespeare-caesar.txt, austen-sense.txt, austen-emma.txt, 
daughterand	1	chesterton-brown.txt, 
daughterbetter	1	austen-sense.txt, 
daughterhe	1	austen-emma.txt, 
daughteri	1	austen-emma.txt, 
daughterinlaw	2	austen-sense.txt, austen-emma.txt, 
daughterinlaws	2	austen-persuasion.txt, austen-sense.txt, 
daughterlike	1	melville-moby_dick.txt, 
daughters	13	chesterton-brown.txt, blake-poems.txt, whitman-leaves.txt, shakespeare-macbeth.txt, chesterton-ball.txt, edgeworth-parents.txt, melville-moby_dick.txt, bible-kjv.txt, milton-paradise.txt, austen-persuasion.txt, shakespeare-hamlet.txt, austen-sense.txt, austen-emma.txt, 
daughtersi	1	austen-emma.txt, 
daughtersince	1	milton-paradise.txt, 
daughterstates	1	whitman-leaves.txt, 
daughterwho	1	austen-emma.txt, 
daunted	2	melville-moby_dick.txt, chesterton-thursday.txt, 
dauntless	4	melville-moby_dick.txt, whitman-leaves.txt, milton-paradise.txt, edgeworth-parents.txt, 
dauntlesse	1	shakespeare-macbeth.txt, 
dauntlessness	2	melville-moby_dick.txt, whitman-leaves.txt, 
dauphine	1	melville-moby_dick.txt, 
davenant	1	melville-moby_dick.txt, 
davenport	1	chesterton-brown.txt, 
david	3	bible-kjv.txt, bryant-stories.txt, milton-paradise.txt, 
davids	3	bible-kjv.txt, bryant-stories.txt, milton-paradise.txt, 
davies	1	austen-sense.txt, 
davis	3	melville-moby_dick.txt, chesterton-brown.txt, edgeworth-parents.txt, 
davy	1	melville-moby_dick.txt, 
dawdled	1	austen-sense.txt, 
dawdling	4	chesterton-brown.txt, austen-persuasion.txt, austen-sense.txt, austen-emma.txt, 
dawlish	1	austen-sense.txt, 
dawn	8	chesterton-brown.txt, whitman-leaves.txt, bryant-stories.txt, chesterton-ball.txt, bible-kjv.txt, melville-moby_dick.txt, milton-paradise.txt, chesterton-thursday.txt, 
dawned	4	melville-moby_dick.txt, chesterton-brown.txt, bryant-stories.txt, austen-sense.txt, 
dawning	6	melville-moby_dick.txt, bible-kjv.txt, milton-paradise.txt, austen-persuasion.txt, shakespeare-hamlet.txt, chesterton-ball.txt, 
dawson	1	chesterton-ball.txt, 
day	18	chesterton-brown.txt, whitman-leaves.txt, burgess-busterbrown.txt, carroll-alice.txt, edgeworth-parents.txt, bible-kjv.txt, austen-persuasion.txt, shakespeare-hamlet.txt, shakespeare-caesar.txt, chesterton-thursday.txt, blake-poems.txt, bryant-stories.txt, shakespeare-macbeth.txt, chesterton-ball.txt, melville-moby_dick.txt, milton-paradise.txt, austen-sense.txt, austen-emma.txt, 
daya	2	whitman-leaves.txt, austen-emma.txt, 
dayabout	1	austen-emma.txt, 
dayat	1	whitman-leaves.txt, 
daybreak	4	melville-moby_dick.txt, whitman-leaves.txt, chesterton-ball.txt, chesterton-thursday.txt, 
daybut	1	austen-emma.txt, 
daydreams	2	chesterton-brown.txt, chesterton-ball.txt, 
dayes	3	shakespeare-macbeth.txt, shakespeare-hamlet.txt, shakespeare-caesar.txt, 
dayeven	1	austen-emma.txt, 
dayfor	1	melville-moby_dick.txt, 
daylabour	1	milton-paradise.txt, 
daylet	1	whitman-leaves.txt, 
daylight	8	melville-moby_dick.txt, chesterton-brown.txt, whitman-leaves.txt, austen-persuasion.txt, burgess-busterbrown.txt, chesterton-ball.txt, chesterton-thursday.txt, edgeworth-parents.txt, 
daylong	1	whitman-leaves.txt, 
dayly	1	shakespeare-hamlet.txt, 
daynever	1	austen-emma.txt, 
dayno	2	whitman-leaves.txt, austen-sense.txt, 
dayoften	1	bryant-stories.txt, 
daypope	1	edgeworth-parents.txt, 
days	15	chesterton-brown.txt, blake-poems.txt, whitman-leaves.txt, bryant-stories.txt, burgess-busterbrown.txt, chesterton-ball.txt, carroll-alice.txt, edgeworth-parents.txt, melville-moby_dick.txt, bible-kjv.txt, milton-paradise.txt, austen-persuasion.txt, chesterton-thursday.txt, austen-sense.txt, austen-emma.txt, 
daysand	1	whitman-leaves.txt, 
daysbut	1	edgeworth-parents.txt, 
dayschool	1	carroll-alice.txt, 
dayshocking	1	austen-emma.txt, 
daysie	1	shakespeare-hamlet.txt, 
daysies	1	shakespeare-hamlet.txt, 
daysin	1	austen-sense.txt, 
daysman	1	bible-kjv.txt, 
daysmr	1	austen-emma.txt, 
daysnot	1	whitman-leaves.txt, 
dayspring	2	bible-kjv.txt, milton-paradise.txt, 
daythat	1	edgeworth-parents.txt, 
daytill	1	austen-emma.txt, 
daytime	3	bible-kjv.txt, whitman-leaves.txt, edgeworth-parents.txt, 
daytomorrow	1	edgeworth-parents.txt, 
dayvery	1	melville-moby_dick.txt, 
daywhat	1	whitman-leaves.txt, 
daywhich	1	austen-emma.txt, 
daze	1	chesterton-thursday.txt, 
dazed	5	melville-moby_dick.txt, chesterton-brown.txt, whitman-leaves.txt, chesterton-ball.txt, chesterton-thursday.txt, 
dazzle	3	chesterton-brown.txt, whitman-leaves.txt, milton-paradise.txt, 
dazzled	3	whitman-leaves.txt, milton-paradise.txt, edgeworth-parents.txt, 
dazzles	1	milton-paradise.txt, 
dazzling	5	melville-moby_dick.txt, chesterton-brown.txt, whitman-leaves.txt, bryant-stories.txt, milton-paradise.txt, 
dazzlingly	1	melville-moby_dick.txt, 
de	6	melville-moby_dick.txt, chesterton-brown.txt, whitman-leaves.txt, chesterton-thursday.txt, edgeworth-parents.txt, austen-emma.txt, 
deacon	2	melville-moby_dick.txt, bible-kjv.txt, 
deacons	2	bible-kjv.txt, whitman-leaves.txt, 
dead	18	chesterton-brown.txt, whitman-leaves.txt, burgess-busterbrown.txt, carroll-alice.txt, edgeworth-parents.txt, bible-kjv.txt, austen-persuasion.txt, shakespeare-hamlet.txt, shakespeare-caesar.txt, chesterton-thursday.txt, blake-poems.txt, bryant-stories.txt, shakespeare-macbeth.txt, chesterton-ball.txt, melville-moby_dick.txt, milton-paradise.txt, austen-sense.txt, austen-emma.txt, 
deaden	1	melville-moby_dick.txt, 
deadening	2	melville-moby_dick.txt, austen-emma.txt, 
deadhouse	1	whitman-leaves.txt, 
deadlier	1	milton-paradise.txt, 
deadliest	2	melville-moby_dick.txt, whitman-leaves.txt, 
deadlike	1	whitman-leaves.txt, 
deadliness	1	melville-moby_dick.txt, 
deadly	10	chesterton-brown.txt, blake-poems.txt, whitman-leaves.txt, shakespeare-macbeth.txt, chesterton-ball.txt, edgeworth-parents.txt, bible-kjv.txt, melville-moby_dick.txt, milton-paradise.txt, chesterton-thursday.txt, 
deadmans	1	shakespeare-macbeth.txt, 
deadmarch	1	whitman-leaves.txt, 
deadness	1	bible-kjv.txt, 
deadon	1	chesterton-ball.txt, 
deadquite	1	edgeworth-parents.txt, 
deadreckoning	1	melville-moby_dick.txt, 
deadshot	1	edgeworth-parents.txt, 
deadshots	1	edgeworth-parents.txt, 
deaf	6	melville-moby_dick.txt, bible-kjv.txt, whitman-leaves.txt, chesterton-thursday.txt, edgeworth-parents.txt, austen-emma.txt, 
deafe	2	shakespeare-macbeth.txt, shakespeare-caesar.txt, 
deafend	1	whitman-leaves.txt, 
deafened	1	melville-moby_dick.txt, 
deafening	6	melville-moby_dick.txt, chesterton-brown.txt, whitman-leaves.txt, milton-paradise.txt, chesterton-ball.txt, chesterton-thursday.txt, 
deafer	1	austen-emma.txt, 
deafest	1	edgeworth-parents.txt, 
deafness	1	austen-emma.txt, 
deaftly	1	shakespeare-macbeth.txt, 
deal	13	chesterton-brown.txt, bryant-stories.txt, burgess-busterbrown.txt, chesterton-ball.txt, carroll-alice.txt, edgeworth-parents.txt, melville-moby_dick.txt, bible-kjv.txt, milton-paradise.txt, austen-persuasion.txt, chesterton-thursday.txt, austen-sense.txt, austen-emma.txt, 
dealbut	1	austen-emma.txt, 
deale	3	shakespeare-macbeth.txt, shakespeare-hamlet.txt, shakespeare-caesar.txt, 
dealer	3	bible-kjv.txt, chesterton-ball.txt, edgeworth-parents.txt, 
dealers	3	melville-moby_dick.txt, bible-kjv.txt, chesterton-ball.txt, 
dealest	1	bible-kjv.txt, 
dealeth	1	bible-kjv.txt, 
dealing	3	bible-kjv.txt, edgeworth-parents.txt, austen-emma.txt, 
dealings	4	bible-kjv.txt, austen-persuasion.txt, edgeworth-parents.txt, austen-emma.txt, 
deals	2	bible-kjv.txt, milton-paradise.txt, 
dealt	6	bible-kjv.txt, milton-paradise.txt, shakespeare-hamlet.txt, austen-sense.txt, edgeworth-parents.txt, austen-emma.txt, 
dean	1	edgeworth-parents.txt, 
dear	15	chesterton-brown.txt, blake-poems.txt, whitman-leaves.txt, bryant-stories.txt, burgess-busterbrown.txt, chesterton-ball.txt, carroll-alice.txt, edgeworth-parents.txt, melville-moby_dick.txt, bible-kjv.txt, milton-paradise.txt, austen-persuasion.txt, chesterton-thursday.txt, austen-sense.txt, austen-emma.txt, 
dearand	2	austen-sense.txt, austen-emma.txt, 
dearbut	1	austen-emma.txt, 
deare	3	shakespeare-macbeth.txt, shakespeare-hamlet.txt, shakespeare-caesar.txt, 
dearer	3	milton-paradise.txt, austen-sense.txt, austen-emma.txt, 
dearest	10	whitman-leaves.txt, bryant-stories.txt, shakespeare-macbeth.txt, edgeworth-parents.txt, melville-moby_dick.txt, austen-persuasion.txt, milton-paradise.txt, shakespeare-hamlet.txt, austen-sense.txt, austen-emma.txt, 
deari	1	austen-emma.txt, 
dearly	10	bryant-stories.txt, burgess-busterbrown.txt, edgeworth-parents.txt, bible-kjv.txt, melville-moby_dick.txt, milton-paradise.txt, austen-persuasion.txt, shakespeare-hamlet.txt, austen-sense.txt, austen-emma.txt, 
dears	5	bryant-stories.txt, austen-persuasion.txt, carroll-alice.txt, edgeworth-parents.txt, austen-emma.txt, 
dearsaid	1	austen-sense.txt, 
dearsure	1	austen-sense.txt, 
dearth	2	bible-kjv.txt, milton-paradise.txt, 
dearwhat	1	edgeworth-parents.txt, 
dearyou	1	whitman-leaves.txt, 
death	18	chesterton-brown.txt, whitman-leaves.txt, burgess-busterbrown.txt, carroll-alice.txt, edgeworth-parents.txt, bible-kjv.txt, austen-persuasion.txt, shakespeare-hamlet.txt, shakespeare-caesar.txt, chesterton-thursday.txt, blake-poems.txt, bryant-stories.txt, shakespeare-macbeth.txt, chesterton-ball.txt, melville-moby_dick.txt, milton-paradise.txt, austen-sense.txt, austen-emma.txt, 
deatha	1	austen-sense.txt, 
deathbed	4	shakespeare-hamlet.txt, chesterton-thursday.txt, edgeworth-parents.txt, austen-emma.txt, 
deathbell	1	whitman-leaves.txt, 
deathblow	1	chesterton-brown.txt, 
deathchant	1	whitman-leaves.txt, 
deathcould	1	austen-emma.txt, 
deathdevouring	1	melville-moby_dick.txt, 
deathenvelopd	1	whitman-leaves.txt, 
deathforfeitures	1	melville-moby_dick.txt, 
deathful	1	melville-moby_dick.txt, 
deathgasp	1	melville-moby_dick.txt, 
deathglimmer	1	melville-moby_dick.txt, 
deathharvesting	1	melville-moby_dick.txt, 
deathhowl	1	whitman-leaves.txt, 
deathit	1	whitman-leaves.txt, 
deathknell	1	melville-moby_dick.txt, 
deathless	3	whitman-leaves.txt, milton-paradise.txt, chesterton-ball.txt, 
deathlike	1	austen-sense.txt, 
deathlock	1	melville-moby_dick.txt, 
deathlonging	1	melville-moby_dick.txt, 
deathly	3	chesterton-brown.txt, whitman-leaves.txt, chesterton-ball.txt, 
deathmessages	1	whitman-leaves.txt, 
deathmy	1	whitman-leaves.txt, 
deathnews	1	whitman-leaves.txt, 
deathnow	1	austen-sense.txt, 
deathpledge	1	whitman-leaves.txt, 
deaths	9	chesterton-brown.txt, whitman-leaves.txt, shakespeare-macbeth.txt, edgeworth-parents.txt, bible-kjv.txt, melville-moby_dick.txt, milton-paradise.txt, shakespeare-hamlet.txt, shakespeare-caesar.txt, 
deathsentence	1	whitman-leaves.txt, 
deathshead	1	chesterton-thursday.txt, 
deathspasm	1	whitman-leaves.txt, 
deathtemper	1	melville-moby_dick.txt, 
deaththat	1	austen-sense.txt, 
deathtube	1	melville-moby_dick.txt, 
deathwas	1	whitman-leaves.txt, 
deathwind	1	whitman-leaves.txt, 
deau	1	melville-moby_dick.txt, 
debar	1	milton-paradise.txt, 
debase	2	bible-kjv.txt, chesterton-thursday.txt, 
debased	2	milton-paradise.txt, austen-emma.txt, 
debasement	1	austen-emma.txt, 
debate	5	bible-kjv.txt, milton-paradise.txt, shakespeare-hamlet.txt, austen-sense.txt, austen-emma.txt, 
debated	2	chesterton-thursday.txt, austen-sense.txt, 
debatement	1	shakespeare-hamlet.txt, 
debates	2	bible-kjv.txt, austen-persuasion.txt, 
debating	2	chesterton-thursday.txt, austen-sense.txt, 
debatingclub	1	chesterton-ball.txt, 
debel	1	melville-moby_dick.txt, 
debell	1	melville-moby_dick.txt, 
debility	1	edgeworth-parents.txt, 
debir	1	bible-kjv.txt, 
debonair	1	whitman-leaves.txt, 
deborah	1	bible-kjv.txt, 
debouch	1	whitman-leaves.txt, 
debouche	1	whitman-leaves.txt, 
debouching	1	whitman-leaves.txt, 
debris	3	whitman-leaves.txt, chesterton-ball.txt, chesterton-thursday.txt, 
debt	10	whitman-leaves.txt, shakespeare-macbeth.txt, edgeworth-parents.txt, bible-kjv.txt, austen-persuasion.txt, milton-paradise.txt, shakespeare-hamlet.txt, shakespeare-caesar.txt, austen-sense.txt, austen-emma.txt, 
debtor	3	melville-moby_dick.txt, bible-kjv.txt, edgeworth-parents.txt, 
debtors	1	bible-kjv.txt, 
debts	5	bible-kjv.txt, whitman-leaves.txt, austen-persuasion.txt, austen-sense.txt, edgeworth-parents.txt, 
debutantes	1	chesterton-brown.txt, 
dec	2	shakespeare-caesar.txt, edgeworth-parents.txt, 
decade	1	chesterton-ball.txt, 
decadence	1	whitman-leaves.txt, 
decadent	1	chesterton-ball.txt, 
decamp	1	edgeworth-parents.txt, 
decan	1	milton-paradise.txt, 
decanter	4	melville-moby_dick.txt, chesterton-brown.txt, whitman-leaves.txt, edgeworth-parents.txt, 
decanters	2	melville-moby_dick.txt, chesterton-brown.txt, 
decanting	1	melville-moby_dick.txt, 
decapitated	2	melville-moby_dick.txt, chesterton-brown.txt, 
decapitating	1	melville-moby_dick.txt, 
decapitationand	1	melville-moby_dick.txt, 
decapolis	1	bible-kjv.txt, 
decay	7	melville-moby_dick.txt, bible-kjv.txt, whitman-leaves.txt, shakespeare-caesar.txt, chesterton-ball.txt, chesterton-thursday.txt, austen-sense.txt, 
decayed	4	bible-kjv.txt, milton-paradise.txt, chesterton-ball.txt, edgeworth-parents.txt, 
decayer	1	shakespeare-hamlet.txt, 
decayeth	1	bible-kjv.txt, 
decaying	1	chesterton-thursday.txt, 
deceasd	1	whitman-leaves.txt, 
decease	5	bible-kjv.txt, whitman-leaves.txt, chesterton-thursday.txt, austen-sense.txt, austen-emma.txt, 
deceased	3	melville-moby_dick.txt, chesterton-brown.txt, bible-kjv.txt, 
deceit	3	blake-poems.txt, bible-kjv.txt, milton-paradise.txt, 
deceitespionage	1	austen-emma.txt, 
deceitful	5	blake-poems.txt, bible-kjv.txt, whitman-leaves.txt, austen-sense.txt, edgeworth-parents.txt, 
deceitfulhad	1	austen-sense.txt, 
deceitfull	2	shakespeare-macbeth.txt, shakespeare-caesar.txt, 
deceitfully	2	melville-moby_dick.txt, bible-kjv.txt, 
deceitfulness	2	melville-moby_dick.txt, bible-kjv.txt, 
deceiti	1	austen-emma.txt, 
deceits	2	melville-moby_dick.txt, bible-kjv.txt, 
deceiud	2	shakespeare-hamlet.txt, shakespeare-caesar.txt, 
deceiue	1	shakespeare-macbeth.txt, 
deceiued	1	shakespeare-hamlet.txt, 
deceivableness	1	bible-kjv.txt, 
deceivd	2	whitman-leaves.txt, milton-paradise.txt, 
deceive	9	whitman-leaves.txt, bryant-stories.txt, edgeworth-parents.txt, bible-kjv.txt, melville-moby_dick.txt, austen-persuasion.txt, milton-paradise.txt, austen-sense.txt, austen-emma.txt, 
deceived	7	melville-moby_dick.txt, bible-kjv.txt, milton-paradise.txt, austen-persuasion.txt, austen-sense.txt, edgeworth-parents.txt, austen-emma.txt, 
deceivedhe	1	austen-emma.txt, 
deceiver	1	bible-kjv.txt, 
deceivers	1	bible-kjv.txt, 
deceives	1	edgeworth-parents.txt, 
deceiveth	1	bible-kjv.txt, 
deceiving	3	melville-moby_dick.txt, bible-kjv.txt, austen-sense.txt, 
deceivings	1	bible-kjv.txt, 
december	6	melville-moby_dick.txt, whitman-leaves.txt, austen-persuasion.txt, chesterton-ball.txt, edgeworth-parents.txt, austen-emma.txt, 
decencies	3	milton-paradise.txt, austen-persuasion.txt, chesterton-thursday.txt, 
decency	3	melville-moby_dick.txt, chesterton-brown.txt, chesterton-thursday.txt, 
decent	10	chesterton-brown.txt, bryant-stories.txt, chesterton-ball.txt, edgeworth-parents.txt, melville-moby_dick.txt, milton-paradise.txt, austen-persuasion.txt, austen-sense.txt, chesterton-thursday.txt, austen-emma.txt, 
decently	6	melville-moby_dick.txt, chesterton-brown.txt, bible-kjv.txt, whitman-leaves.txt, austen-sense.txt, edgeworth-parents.txt, 
deception	6	melville-moby_dick.txt, milton-paradise.txt, austen-persuasion.txt, chesterton-ball.txt, chesterton-thursday.txt, austen-sense.txt, 
deceptions	1	austen-emma.txt, 
deceptive	2	melville-moby_dick.txt, chesterton-thursday.txt, 
deceptivespoutings	1	melville-moby_dick.txt, 
deci	1	shakespeare-caesar.txt, 
decide	10	chesterton-brown.txt, whitman-leaves.txt, chesterton-ball.txt, edgeworth-parents.txt, melville-moby_dick.txt, milton-paradise.txt, austen-persuasion.txt, austen-sense.txt, chesterton-thursday.txt, austen-emma.txt, 
decided	12	whitman-leaves.txt, bryant-stories.txt, burgess-busterbrown.txt, chesterton-ball.txt, carroll-alice.txt, edgeworth-parents.txt, melville-moby_dick.txt, bible-kjv.txt, austen-persuasion.txt, austen-sense.txt, chesterton-thursday.txt, austen-emma.txt, 
decidedly	7	melville-moby_dick.txt, chesterton-brown.txt, austen-persuasion.txt, chesterton-ball.txt, carroll-alice.txt, edgeworth-parents.txt, austen-emma.txt, 
decidedo	1	edgeworth-parents.txt, 
decides	2	austen-persuasion.txt, austen-emma.txt, 
deciding	3	austen-persuasion.txt, austen-sense.txt, austen-emma.txt, 
decillions	1	whitman-leaves.txt, 
decipher	2	melville-moby_dick.txt, chesterton-ball.txt, 
deciphered	3	melville-moby_dick.txt, edgeworth-parents.txt, austen-emma.txt, 
decision	13	chesterton-brown.txt, whitman-leaves.txt, bryant-stories.txt, shakespeare-macbeth.txt, chesterton-ball.txt, edgeworth-parents.txt, melville-moby_dick.txt, bible-kjv.txt, milton-paradise.txt, austen-persuasion.txt, austen-sense.txt, chesterton-thursday.txt, austen-emma.txt, 
decisionone	1	melville-moby_dick.txt, 
decisions	3	whitman-leaves.txt, chesterton-ball.txt, austen-sense.txt, 
decisive	8	chesterton-brown.txt, whitman-leaves.txt, austen-persuasion.txt, chesterton-ball.txt, chesterton-thursday.txt, austen-sense.txt, edgeworth-parents.txt, austen-emma.txt, 
decisively	4	chesterton-brown.txt, chesterton-ball.txt, austen-sense.txt, austen-emma.txt, 
decius	1	shakespeare-caesar.txt, 
deck	5	melville-moby_dick.txt, bible-kjv.txt, whitman-leaves.txt, milton-paradise.txt, chesterton-thursday.txt, 
deckand	1	melville-moby_dick.txt, 
deckchair	1	chesterton-brown.txt, 
decked	2	bible-kjv.txt, milton-paradise.txt, 
deckedst	1	bible-kjv.txt, 
deckends	1	melville-moby_dick.txt, 
deckest	1	bible-kjv.txt, 
decketh	1	bible-kjv.txt, 
deckfirst	1	melville-moby_dick.txt, 
deckhand	1	whitman-leaves.txt, 
deckhands	1	whitman-leaves.txt, 
decking	1	edgeworth-parents.txt, 
decknow	1	melville-moby_dick.txt, 
decks	2	melville-moby_dick.txt, whitman-leaves.txt, 
deckstarbuck	1	melville-moby_dick.txt, 
deckt	2	shakespeare-hamlet.txt, shakespeare-caesar.txt, 
decktable	1	melville-moby_dick.txt, 
deckwhere	1	melville-moby_dick.txt, 
declaration	8	chesterton-brown.txt, bible-kjv.txt, whitman-leaves.txt, austen-persuasion.txt, chesterton-ball.txt, austen-sense.txt, edgeworth-parents.txt, austen-emma.txt, 
declarationmade	1	austen-emma.txt, 
declarations	1	austen-persuasion.txt, 
declare	9	bryant-stories.txt, carroll-alice.txt, edgeworth-parents.txt, bible-kjv.txt, melville-moby_dick.txt, milton-paradise.txt, austen-persuasion.txt, austen-sense.txt, austen-emma.txt, 
declared	12	whitman-leaves.txt, bryant-stories.txt, burgess-busterbrown.txt, carroll-alice.txt, edgeworth-parents.txt, melville-moby_dick.txt, bible-kjv.txt, milton-paradise.txt, austen-persuasion.txt, austen-sense.txt, chesterton-thursday.txt, austen-emma.txt, 
